year,variable,value,week,nem,date,date_week
2016,no_75–79,176,13,no,2016-03-28,2016_13
2016,no_75–79,168,14,no,2016-04-04,2016_14
2016,no_75–79,184,15,no,2016-04-11,2016_15
2016,no_75–79,190,16,no,2016-04-18,2016_16
2016,no_75–79,152,17,no,2016-04-25,2016_17
2016,no_75–79,165,18,no,2016-05-02,2016_18
2016,no_75–79,152,19,no,2016-05-09,2016_19
2016,no_75–79,162,20,no,2016-05-16,2016_20
2016,no_75–79,166,21,no,2016-05-23,2016_21
2016,no_75–79,146,22,no,2016-05-30,2016_22
2016,no_75–79,146,23,no,2016-06-06,2016_23
2016,no_75–79,141,24,no,2016-06-13,2016_24
2016,no_75–79,188,25,no,2016-06-20,2016_25
2016,no_75–79,158,26,no,2016-06-27,2016_26
2016,no_75–79,135,27,no,2016-07-04,2016_27
2016,no_75–79,159,28,no,2016-07-11,2016_28
2016,no_75–79,167,29,no,2016-07-18,2016_29
2016,no_75–79,154,30,no,2016-07-25,2016_30
2016,no_75–79,157,31,no,2016-08-01,2016_31
2016,no_75–79,157,32,no,2016-08-08,2016_32
2016,no_75–79,164,33,no,2016-08-15,2016_33
2016,no_75–79,158,34,no,2016-08-22,2016_34
2016,no_75–79,184,35,no,2016-08-29,2016_35
2016,no_75–79,174,36,no,2016-09-05,2016_36
2016,no_75–79,171,37,no,2016-09-12,2016_37
2016,no_75–79,153,38,no,2016-09-19,2016_38
2016,no_75–79,181,39,no,2016-09-26,2016_39
2016,no_75–79,181,40,no,2016-10-03,2016_40
2016,no_75–79,172,41,no,2016-10-10,2016_41
2016,no_75–79,181,42,no,2016-10-17,2016_42
2016,no_75–79,155,43,no,2016-10-24,2016_43
2016,no_75–79,164,44,no,2016-10-31,2016_44
2016,no_75–79,179,45,no,2016-11-07,2016_45
2016,no_75–79,173,46,no,2016-11-14,2016_46
2016,no_75–79,180,47,no,2016-11-21,2016_47
2016,no_75–79,178,48,no,2016-11-28,2016_48
2016,no_75–79,177,49,no,2016-12-05,2016_49
2016,no_75–79,173,50,no,2016-12-12,2016_50
2016,no_75–79,185,51,no,2016-12-19,2016_51
2017,no_75–79,240,1,no,2017-01-02,2017_1
2017,no_75–79,222,2,no,2017-01-09,2017_2
2017,no_75–79,246,3,no,2017-01-16,2017_3
2017,no_75–79,277,4,no,2017-01-23,2017_4
2017,no_75–79,253,5,no,2017-01-30,2017_5
2017,no_75–79,251,6,no,2017-02-06,2017_6
2017,no_75–79,219,7,no,2017-02-13,2017_7
2017,no_75–79,205,8,no,2017-02-20,2017_8
2017,no_75–79,202,9,no,2017-02-27,2017_9
2017,no_75–79,164,10,no,2017-03-06,2017_10
2017,no_75–79,176,11,no,2017-03-13,2017_11
2017,no_75–79,195,12,no,2017-03-20,2017_12
2017,no_75–79,198,13,no,2017-03-27,2017_13
2017,no_75–79,154,14,no,2017-04-03,2017_14
2017,no_75–79,173,15,no,2017-04-10,2017_15
2017,no_75–79,171,16,no,2017-04-17,2017_16
2017,no_75–79,191,17,no,2017-04-24,2017_17
2017,no_75–79,180,18,no,2017-05-01,2017_18
2017,no_75–79,154,19,no,2017-05-08,2017_19
2017,no_75–79,184,20,no,2017-05-15,2017_20
2017,no_75–79,150,21,no,2017-05-22,2017_21
2017,no_75–79,182,22,no,2017-05-29,2017_22
2017,no_75–79,150,23,no,2017-06-05,2017_23
2017,no_75–79,153,24,no,2017-06-12,2017_24
2017,no_75–79,144,25,no,2017-06-19,2017_25
2017,no_75–79,164,26,no,2017-06-26,2017_26
2017,no_75–79,138,27,no,2017-07-03,2017_27
2017,no_75–79,155,28,no,2017-07-10,2017_28
2017,no_75–79,157,29,no,2017-07-17,2017_29
2017,no_75–79,162,30,no,2017-07-24,2017_30
2017,no_75–79,174,31,no,2017-07-31,2017_31
2017,no_75–79,166,32,no,2017-08-07,2017_32
2017,no_75–79,143,33,no,2017-08-14,2017_33
2017,no_75–79,135,34,no,2017-08-21,2017_34
2017,no_75–79,177,35,no,2017-08-28,2017_35
2017,no_75–79,150,36,no,2017-09-04,2017_36
2017,no_75–79,132,37,no,2017-09-11,2017_37
2017,no_75–79,177,38,no,2017-09-18,2017_38
2017,no_75–79,157,39,no,2017-09-25,2017_39
2017,no_75–79,164,40,no,2017-10-02,2017_40
2017,no_75–79,195,41,no,2017-10-09,2017_41
2017,no_75–79,166,42,no,2017-10-16,2017_42
2017,no_75–79,159,43,no,2017-10-23,2017_43
2017,no_75–79,149,44,no,2017-10-30,2017_44
2017,no_75–79,154,45,no,2017-11-06,2017_45
2017,no_75–79,181,46,no,2017-11-13,2017_46
2017,no_75–79,166,47,no,2017-11-20,2017_47
2017,no_75–79,147,48,no,2017-11-27,2017_48
2017,no_75–79,173,49,no,2017-12-04,2017_49
2017,no_75–79,174,50,no,2017-12-11,2017_50
2017,no_75–79,180,51,no,2017-12-18,2017_51
2018,no_75–79,170,1,no,2018-01-08,2018_1
2018,no_75–79,173,2,no,2018-01-15,2018_2
2018,no_75–79,214,3,no,2018-01-22,2018_3
2018,no_75–79,194,4,no,2018-01-29,2018_4
2018,no_75–79,185,5,no,2018-02-05,2018_5
2018,no_75–79,181,6,no,2018-02-12,2018_6
2018,no_75–79,217,7,no,2018-02-19,2018_7
2018,no_75–79,207,8,no,2018-02-26,2018_8
2018,no_75–79,231,9,no,2018-03-05,2018_9
2018,no_75–79,225,10,no,2018-03-12,2018_10
2018,no_75–79,217,11,no,2018-03-19,2018_11
2018,no_75–79,204,12,no,2018-03-26,2018_12
2018,no_75–79,209,13,no,2018-04-02,2018_13
2018,no_75–79,192,14,no,2018-04-09,2018_14
2018,no_75–79,146,15,no,2018-04-16,2018_15
2018,no_75–79,176,16,no,2018-04-23,2018_16
2018,no_75–79,184,17,no,2018-04-30,2018_17
2018,no_75–79,172,18,no,2018-05-07,2018_18
2018,no_75–79,139,19,no,2018-05-14,2018_19
2018,no_75–79,144,20,no,2018-05-21,2018_20
2018,no_75–79,167,21,no,2018-05-28,2018_21
2018,no_75–79,162,22,no,2018-06-04,2018_22
2018,no_75–79,159,23,no,2018-06-11,2018_23
2018,no_75–79,139,24,no,2018-06-18,2018_24
2018,no_75–79,145,25,no,2018-06-25,2018_25
2018,no_75–79,144,26,no,2018-07-02,2018_26
2018,no_75–79,158,27,no,2018-07-09,2018_27
2018,no_75–79,165,28,no,2018-07-16,2018_28
2018,no_75–79,143,29,no,2018-07-23,2018_29
2018,no_75–79,172,30,no,2018-07-30,2018_30
2018,no_75–79,171,31,no,2018-08-06,2018_31
2018,no_75–79,173,32,no,2018-08-13,2018_32
2018,no_75–79,165,33,no,2018-08-20,2018_33
2018,no_75–79,198,34,no,2018-08-27,2018_34
2018,no_75–79,160,35,no,2018-09-03,2018_35
2018,no_75–79,138,36,no,2018-09-10,2018_36
2018,no_75–79,172,37,no,2018-09-17,2018_37
2018,no_75–79,158,38,no,2018-09-24,2018_38
2018,no_75–79,158,39,no,2018-10-01,2018_39
2018,no_75–79,175,40,no,2018-10-08,2018_40
2018,no_75–79,183,41,no,2018-10-15,2018_41
2018,no_75–79,167,42,no,2018-10-22,2018_42
2018,no_75–79,158,43,no,2018-10-29,2018_43
2018,no_75–79,162,44,no,2018-11-05,2018_44
2018,no_75–79,159,45,no,2018-11-12,2018_45
2018,no_75–79,179,46,no,2018-11-19,2018_46
2018,no_75–79,175,47,no,2018-11-26,2018_47
2018,no_75–79,162,48,no,2018-12-03,2018_48
2018,no_75–79,191,49,no,2018-12-10,2018_49
2018,no_75–79,206,50,no,2018-12-17,2018_50
2018,no_75–79,201,51,no,2018-12-24,2018_51
2019,no_75–79,216,1,no,2019-01-07,2019_1
2019,no_75–79,223,2,no,2019-01-14,2019_2
2019,no_75–79,234,3,no,2019-01-21,2019_3
2019,no_75–79,220,4,no,2019-01-28,2019_4
2019,no_75–79,264,5,no,2019-02-04,2019_5
2019,no_75–79,221,6,no,2019-02-11,2019_6
2019,no_75–79,228,7,no,2019-02-18,2019_7
2019,no_75–79,198,8,no,2019-02-25,2019_8
2019,no_75–79,194,9,no,2019-03-04,2019_9
2019,no_75–79,204,10,no,2019-03-11,2019_10
2019,no_75–79,207,11,no,2019-03-18,2019_11
2019,no_75–79,158,12,no,2019-03-25,2019_12
2019,no_75–79,202,13,no,2019-04-01,2019_13
2019,no_75–79,152,14,no,2019-04-08,2019_14
2019,no_75–79,169,15,no,2019-04-15,2019_15
2019,no_75–79,183,16,no,2019-04-22,2019_16
2019,no_75–79,168,17,no,2019-04-29,2019_17
2019,no_75–79,173,18,no,2019-05-06,2019_18
2019,no_75–79,188,19,no,2019-05-13,2019_19
2019,no_75–79,173,20,no,2019-05-20,2019_20
2019,no_75–79,166,21,no,2019-05-27,2019_21
2019,no_75–79,146,22,no,2019-06-03,2019_22
2019,no_75–79,154,23,no,2019-06-10,2019_23
2019,no_75–79,204,24,no,2019-06-17,2019_24
2019,no_75–79,137,25,no,2019-06-24,2019_25
2019,no_75–79,156,26,no,2019-07-01,2019_26
2019,no_75–79,167,27,no,2019-07-08,2019_27
2019,no_75–79,152,28,no,2019-07-15,2019_28
2019,no_75–79,154,29,no,2019-07-22,2019_29
2019,no_75–79,173,30,no,2019-07-29,2019_30
2019,no_75–79,154,31,no,2019-08-05,2019_31
2019,no_75–79,147,32,no,2019-08-12,2019_32
2019,no_75–79,182,33,no,2019-08-19,2019_33
2019,no_75–79,167,34,no,2019-08-26,2019_34
2019,no_75–79,146,35,no,2019-09-02,2019_35
2019,no_75–79,165,36,no,2019-09-09,2019_36
2019,no_75–79,137,37,no,2019-09-16,2019_37
2019,no_75–79,157,38,no,2019-09-23,2019_38
2019,no_75–79,168,39,no,2019-09-30,2019_39
2019,no_75–79,168,40,no,2019-10-07,2019_40
2019,no_75–79,155,41,no,2019-10-14,2019_41
2019,no_75–79,195,42,no,2019-10-21,2019_42
2019,no_75–79,171,43,no,2019-10-28,2019_43
2019,no_75–79,167,44,no,2019-11-04,2019_44
2019,no_75–79,189,45,no,2019-11-11,2019_45
2019,no_75–79,145,46,no,2019-11-18,2019_46
2019,no_75–79,162,47,no,2019-11-25,2019_47
2019,no_75–79,174,48,no,2019-12-02,2019_48
2019,no_75–79,189,49,no,2019-12-09,2019_49
2019,no_75–79,181,50,no,2019-12-16,2019_50
2019,no_75–79,176,51,no,2019-12-23,2019_51
2020,no_75–79,179,1,no,2020-01-06,2020_1
2020,no_75–79,195,2,no,2020-01-13,2020_2
2020,no_75–79,193,3,no,2020-01-20,2020_3
2020,no_75–79,197,4,no,2020-01-27,2020_4
2020,no_75–79,243,5,no,2020-02-03,2020_5
2020,no_75–79,190,6,no,2020-02-10,2020_6
2020,no_75–79,206,7,no,2020-02-17,2020_7
2020,no_75–79,186,8,no,2020-02-24,2020_8
2020,no_75–79,198,9,no,2020-03-02,2020_9
2020,no_75–79,182,10,no,2020-03-09,2020_10
2020,no_75–79,206,11,no,2020-03-16,2020_11
2020,no_75–79,210,12,no,2020-03-23,2020_12
2020,no_75–79,181,13,no,2020-03-30,2020_13
2020,no_75–79,175,14,no,2020-04-06,2020_14
2020,no_75–79,208,15,no,2020-04-13,2020_15
2020,no_75–79,178,16,no,2020-04-20,2020_16
2020,no_75–79,178,17,no,2020-04-27,2020_17
2020,no_75–79,171,18,no,2020-05-04,2020_18
2020,no_75–79,149,19,no,2020-05-11,2020_19
2020,no_75–79,160,20,no,2020-05-18,2020_20
2020,no_75–79,160,21,no,2020-05-25,2020_21
2020,no_75–79,166,22,no,2020-06-01,2020_22
2020,no_75–79,168,23,no,2020-06-08,2020_23
2020,no_75–79,136,24,no,2020-06-15,2020_24
2020,no_75–79,162,25,no,2020-06-22,2020_25
2020,no_75–79,167,26,no,2020-06-29,2020_26
2020,no_75–79,162,27,no,2020-07-06,2020_27
2020,no_75–79,134,28,no,2020-07-13,2020_28
2020,no_75–79,146,29,no,2020-07-20,2020_29
2020,no_75–79,156,30,no,2020-07-27,2020_30
2020,no_75–79,178,31,no,2020-08-03,2020_31
2020,no_75–79,152,32,no,2020-08-10,2020_32
2020,no_75–79,152,33,no,2020-08-17,2020_33
2020,no_75–79,145,34,no,2020-08-24,2020_34
2020,no_75–79,162,35,no,2020-08-31,2020_35
2020,no_75–79,175,36,no,2020-09-07,2020_36
2020,no_75–79,160,37,no,2020-09-14,2020_37
2020,no_75–79,191,38,no,2020-09-21,2020_38
2020,no_75–79,184,39,no,2020-09-28,2020_39
2020,no_75–79,199,40,no,2020-10-05,2020_40
2020,no_75–79,202,41,no,2020-10-12,2020_41
2020,no_75–79,208,42,no,2020-10-19,2020_42
2020,no_75–79,222,43,no,2020-10-26,2020_43
2020,no_75–79,229,44,no,2020-11-02,2020_44
2020,no_75–79,261,45,no,2020-11-09,2020_45
2020,no_75–79,291,46,no,2020-11-16,2020_46
2020,no_75–79,279,47,no,2020-11-23,2020_47
2020,no_75–79,264,48,no,2020-11-30,2020_48
2020,no_75–79,265,49,no,2020-12-07,2020_49
2020,no_75–79,277,50,no,2020-12-14,2020_50
2020,no_75–79,257,51,no,2020-12-21,2020_51
2015,no_80–84,308,1,no,2015-01-05,2015_1
2015,no_80–84,312,2,no,2015-01-12,2015_2
2015,no_80–84,292,3,no,2015-01-19,2015_3
2015,no_80–84,305,4,no,2015-01-26,2015_4
2015,no_80–84,314,5,no,2015-02-02,2015_5
2015,no_80–84,344,6,no,2015-02-09,2015_6
2015,no_80–84,382,7,no,2015-02-16,2015_7
2015,no_80–84,335,8,no,2015-02-23,2015_8
2015,no_80–84,315,9,no,2015-03-02,2015_9
2015,no_80–84,316,10,no,2015-03-09,2015_10
2015,no_80–84,277,11,no,2015-03-16,2015_11
2015,no_80–84,282,12,no,2015-03-23,2015_12
2015,no_80–84,272,13,no,2015-03-30,2015_13
2015,no_80–84,279,14,no,2015-04-06,2015_14
2015,no_80–84,264,15,no,2015-04-13,2015_15
2015,no_80–84,262,16,no,2015-04-20,2015_16
2015,no_80–84,249,17,no,2015-04-27,2015_17
2015,no_80–84,268,18,no,2015-05-04,2015_18
2015,no_80–84,254,19,no,2015-05-11,2015_19
2015,no_80–84,213,20,no,2015-05-18,2015_20
2015,no_80–84,229,21,no,2015-05-25,2015_21
2015,no_80–84,200,22,no,2015-06-01,2015_22
2015,no_80–84,234,23,no,2015-06-08,2015_23
2015,no_80–84,204,24,no,2015-06-15,2015_24
2015,no_80–84,186,25,no,2015-06-22,2015_25
2015,no_80–84,198,26,no,2015-06-29,2015_26
2015,no_80–84,219,27,no,2015-07-06,2015_27
2015,no_80–84,253,28,no,2015-07-13,2015_28
2015,no_80–84,238,29,no,2015-07-20,2015_29
2015,no_80–84,261,30,no,2015-07-27,2015_30
2015,no_80–84,190,31,no,2015-08-03,2015_31
2015,no_80–84,230,32,no,2015-08-10,2015_32
2015,no_80–84,278,33,no,2015-08-17,2015_33
2015,no_80–84,199,34,no,2015-08-24,2015_34
2015,no_80–84,213,35,no,2015-08-31,2015_35
2015,no_80–84,205,36,no,2015-09-07,2015_36
2015,no_80–84,201,37,no,2015-09-14,2015_37
2015,no_80–84,217,38,no,2015-09-21,2015_38
2015,no_80–84,204,39,no,2015-09-28,2015_39
2015,no_80–84,172,40,no,2015-10-05,2015_40
2015,no_80–84,240,41,no,2015-10-12,2015_41
2015,no_80–84,210,42,no,2015-10-19,2015_42
2015,no_80–84,252,43,no,2015-10-26,2015_43
2015,no_80–84,256,44,no,2015-11-02,2015_44
2015,no_80–84,235,45,no,2015-11-09,2015_45
2015,no_80–84,252,46,no,2015-11-16,2015_46
2015,no_80–84,231,47,no,2015-11-23,2015_47
2015,no_80–84,245,48,no,2015-11-30,2015_48
2015,no_80–84,230,49,no,2015-12-07,2015_49
2015,no_80–84,234,50,no,2015-12-14,2015_50
2015,no_80–84,223,51,no,2015-12-21,2015_51
2016,no_80–84,258,1,no,2016-01-04,2016_1
2016,no_80–84,260,2,no,2016-01-11,2016_2
2016,no_80–84,240,3,no,2016-01-18,2016_3
2016,no_80–84,271,4,no,2016-01-25,2016_4
2016,no_80–84,271,5,no,2016-02-01,2016_5
2016,no_80–84,258,6,no,2016-02-08,2016_6
2016,no_80–84,231,7,no,2016-02-15,2016_7
2016,no_80–84,224,8,no,2016-02-22,2016_8
2016,no_80–84,236,9,no,2016-02-29,2016_9
2016,no_80–84,219,10,no,2016-03-07,2016_10
2016,no_80–84,237,11,no,2016-03-14,2016_11
2016,no_80–84,238,12,no,2016-03-21,2016_12
2016,no_80–84,224,13,no,2016-03-28,2016_13
2016,no_80–84,220,14,no,2016-04-04,2016_14
2016,no_80–84,213,15,no,2016-04-11,2016_15
2016,no_80–84,224,16,no,2016-04-18,2016_16
2016,no_80–84,237,17,no,2016-04-25,2016_17
2016,no_80–84,209,18,no,2016-05-02,2016_18
2016,no_80–84,191,19,no,2016-05-09,2016_19
2016,no_80–84,224,20,no,2016-05-16,2016_20
2016,no_80–84,216,21,no,2016-05-23,2016_21
2016,no_80–84,214,22,no,2016-05-30,2016_22
2016,no_80–84,196,23,no,2016-06-06,2016_23
2016,no_80–84,202,24,no,2016-06-13,2016_24
2016,no_80–84,240,25,no,2016-06-20,2016_25
2016,no_80–84,207,26,no,2016-06-27,2016_26
2016,no_80–84,219,27,no,2016-07-04,2016_27
2016,no_80–84,202,28,no,2016-07-11,2016_28
2016,no_80–84,216,29,no,2016-07-18,2016_29
2016,no_80–84,207,30,no,2016-07-25,2016_30
2016,no_80–84,201,31,no,2016-08-01,2016_31
2016,no_80–84,202,32,no,2016-08-08,2016_32
2016,no_80–84,248,33,no,2016-08-15,2016_33
2016,no_80–84,225,34,no,2016-08-22,2016_34
2016,no_80–84,210,35,no,2016-08-29,2016_35
2016,no_80–84,188,36,no,2016-09-05,2016_36
2016,no_80–84,228,37,no,2016-09-12,2016_37
2016,no_80–84,233,38,no,2016-09-19,2016_38
2016,no_80–84,217,39,no,2016-09-26,2016_39
2016,no_80–84,218,40,no,2016-10-03,2016_40
2016,no_80–84,227,41,no,2016-10-10,2016_41
2016,no_80–84,245,42,no,2016-10-17,2016_42
2016,no_80–84,260,43,no,2016-10-24,2016_43
2016,no_80–84,237,44,no,2016-10-31,2016_44
2016,no_80–84,241,45,no,2016-11-07,2016_45
2016,no_80–84,209,46,no,2016-11-14,2016_46
2016,no_80–84,227,47,no,2016-11-21,2016_47
2016,no_80–84,239,48,no,2016-11-28,2016_48
2016,no_80–84,233,49,no,2016-12-05,2016_49
2016,no_80–84,254,50,no,2016-12-12,2016_50
2016,no_80–84,241,51,no,2016-12-19,2016_51
2017,no_80–84,306,1,no,2017-01-02,2017_1
2017,no_80–84,341,2,no,2017-01-09,2017_2
2017,no_80–84,377,3,no,2017-01-16,2017_3
2017,no_80–84,343,4,no,2017-01-23,2017_4
2017,no_80–84,339,5,no,2017-01-30,2017_5
2017,no_80–84,333,6,no,2017-02-06,2017_6
2017,no_80–84,292,7,no,2017-02-13,2017_7
2017,no_80–84,276,8,no,2017-02-20,2017_8
2017,no_80–84,220,9,no,2017-02-27,2017_9
2017,no_80–84,273,10,no,2017-03-06,2017_10
2017,no_80–84,266,11,no,2017-03-13,2017_11
2017,no_80–84,247,12,no,2017-03-20,2017_12
2017,no_80–84,223,13,no,2017-03-27,2017_13
2017,no_80–84,216,14,no,2017-04-03,2017_14
2017,no_80–84,248,15,no,2017-04-10,2017_15
2017,no_80–84,250,16,no,2017-04-17,2017_16
2017,no_80–84,226,17,no,2017-04-24,2017_17
2017,no_80–84,236,18,no,2017-05-01,2017_18
2017,no_80–84,225,19,no,2017-05-08,2017_19
2017,no_80–84,222,20,no,2017-05-15,2017_20
2017,no_80–84,192,21,no,2017-05-22,2017_21
2017,no_80–84,200,22,no,2017-05-29,2017_22
2017,no_80–84,202,23,no,2017-06-05,2017_23
2017,no_80–84,192,24,no,2017-06-12,2017_24
2017,no_80–84,224,25,no,2017-06-19,2017_25
2017,no_80–84,223,26,no,2017-06-26,2017_26
2017,no_80–84,200,27,no,2017-07-03,2017_27
2017,no_80–84,243,28,no,2017-07-10,2017_28
2017,no_80–84,223,29,no,2017-07-17,2017_29
2017,no_80–84,195,30,no,2017-07-24,2017_30
2017,no_80–84,241,31,no,2017-07-31,2017_31
2017,no_80–84,201,32,no,2017-08-07,2017_32
2017,no_80–84,210,33,no,2017-08-14,2017_33
2017,no_80–84,200,34,no,2017-08-21,2017_34
2017,no_80–84,220,35,no,2017-08-28,2017_35
2017,no_80–84,190,36,no,2017-09-04,2017_36
2017,no_80–84,220,37,no,2017-09-11,2017_37
2017,no_80–84,197,38,no,2017-09-18,2017_38
2017,no_80–84,217,39,no,2017-09-25,2017_39
2017,no_80–84,224,40,no,2017-10-02,2017_40
2017,no_80–84,205,41,no,2017-10-09,2017_41
2017,no_80–84,197,42,no,2017-10-16,2017_42
2017,no_80–84,220,43,no,2017-10-23,2017_43
2017,no_80–84,210,44,no,2017-10-30,2017_44
2017,no_80–84,205,45,no,2017-11-06,2017_45
2017,no_80–84,212,46,no,2017-11-13,2017_46
2017,no_80–84,240,47,no,2017-11-20,2017_47
2017,no_80–84,258,48,no,2017-11-27,2017_48
2017,no_80–84,229,49,no,2017-12-04,2017_49
2017,no_80–84,226,50,no,2017-12-11,2017_50
2017,no_80–84,233,51,no,2017-12-18,2017_51
2018,no_80–84,247,1,no,2018-01-08,2018_1
2018,no_80–84,252,2,no,2018-01-15,2018_2
2018,no_80–84,255,3,no,2018-01-22,2018_3
2018,no_80–84,269,4,no,2018-01-29,2018_4
2018,no_80–84,279,5,no,2018-02-05,2018_5
2018,no_80–84,253,6,no,2018-02-12,2018_6
2018,no_80–84,294,7,no,2018-02-19,2018_7
2018,no_80–84,311,8,no,2018-02-26,2018_8
2018,no_80–84,328,9,no,2018-03-05,2018_9
2018,no_80–84,325,10,no,2018-03-12,2018_10
2018,no_80–84,318,11,no,2018-03-19,2018_11
2018,no_80–84,256,12,no,2018-03-26,2018_12
2018,no_80–84,280,13,no,2018-04-02,2018_13
2018,no_80–84,224,14,no,2018-04-09,2018_14
2018,no_80–84,242,15,no,2018-04-16,2018_15
2018,no_80–84,219,16,no,2018-04-23,2018_16
2018,no_80–84,206,17,no,2018-04-30,2018_17
2018,no_80–84,196,18,no,2018-05-07,2018_18
2018,no_80–84,197,19,no,2018-05-14,2018_19
2018,no_80–84,197,20,no,2018-05-21,2018_20
2018,no_80–84,255,21,no,2018-05-28,2018_21
2018,no_80–84,209,22,no,2018-06-04,2018_22
2018,no_80–84,195,23,no,2018-06-11,2018_23
2018,no_80–84,171,24,no,2018-06-18,2018_24
2018,no_80–84,213,25,no,2018-06-25,2018_25
2018,no_80–84,199,26,no,2018-07-02,2018_26
2018,no_80–84,197,27,no,2018-07-09,2018_27
2018,no_80–84,190,28,no,2018-07-16,2018_28
2018,no_80–84,191,29,no,2018-07-23,2018_29
2018,no_80–84,209,30,no,2018-07-30,2018_30
2018,no_80–84,245,31,no,2018-08-06,2018_31
2018,no_80–84,237,32,no,2018-08-13,2018_32
2018,no_80–84,197,33,no,2018-08-20,2018_33
2018,no_80–84,206,34,no,2018-08-27,2018_34
2018,no_80–84,214,35,no,2018-09-03,2018_35
2018,no_80–84,213,36,no,2018-09-10,2018_36
2018,no_80–84,233,37,no,2018-09-17,2018_37
2018,no_80–84,215,38,no,2018-09-24,2018_38
2018,no_80–84,221,39,no,2018-10-01,2018_39
2018,no_80–84,224,40,no,2018-10-08,2018_40
2018,no_80–84,232,41,no,2018-10-15,2018_41
2018,no_80–84,245,42,no,2018-10-22,2018_42
2018,no_80–84,218,43,no,2018-10-29,2018_43
2018,no_80–84,237,44,no,2018-11-05,2018_44
2018,no_80–84,225,45,no,2018-11-12,2018_45
2018,no_80–84,209,46,no,2018-11-19,2018_46
2018,no_80–84,233,47,no,2018-11-26,2018_47
2018,no_80–84,245,48,no,2018-12-03,2018_48
2018,no_80–84,229,49,no,2018-12-10,2018_49
2018,no_80–84,240,50,no,2018-12-17,2018_50
2018,no_80–84,268,51,no,2018-12-24,2018_51
2019,no_80–84,286,1,no,2019-01-07,2019_1
2019,no_80–84,305,2,no,2019-01-14,2019_2
2019,no_80–84,315,3,no,2019-01-21,2019_3
2019,no_80–84,336,4,no,2019-01-28,2019_4
2019,no_80–84,352,5,no,2019-02-04,2019_5
2019,no_80–84,316,6,no,2019-02-11,2019_6
2019,no_80–84,303,7,no,2019-02-18,2019_7
2019,no_80–84,288,8,no,2019-02-25,2019_8
2019,no_80–84,281,9,no,2019-03-04,2019_9
2019,no_80–84,273,10,no,2019-03-11,2019_10
2019,no_80–84,286,11,no,2019-03-18,2019_11
2019,no_80–84,253,12,no,2019-03-25,2019_12
2019,no_80–84,229,13,no,2019-04-01,2019_13
2019,no_80–84,221,14,no,2019-04-08,2019_14
2019,no_80–84,204,15,no,2019-04-15,2019_15
2019,no_80–84,200,16,no,2019-04-22,2019_16
2019,no_80–84,235,17,no,2019-04-29,2019_17
2019,no_80–84,201,18,no,2019-05-06,2019_18
2019,no_80–84,212,19,no,2019-05-13,2019_19
2019,no_80–84,189,20,no,2019-05-20,2019_20
2019,no_80–84,219,21,no,2019-05-27,2019_21
2019,no_80–84,205,22,no,2019-06-03,2019_22
2019,no_80–84,197,23,no,2019-06-10,2019_23
2019,no_80–84,256,24,no,2019-06-17,2019_24
