year,variable,value,week,nem,date,date_week
2015,all_55–59,199,8,all,2015-02-23,2015_8
2015,all_55–59,169,9,all,2015-03-02,2015_9
2015,all_55–59,176,10,all,2015-03-09,2015_10
2015,all_55–59,157,11,all,2015-03-16,2015_11
2015,all_55–59,172,12,all,2015-03-23,2015_12
2015,all_55–59,169,13,all,2015-03-30,2015_13
2015,all_55–59,171,14,all,2015-04-06,2015_14
2015,all_55–59,172,15,all,2015-04-13,2015_15
2015,all_55–59,137,16,all,2015-04-20,2015_16
2015,all_55–59,157,17,all,2015-04-27,2015_17
2015,all_55–59,156,18,all,2015-05-04,2015_18
2015,all_55–59,146,19,all,2015-05-11,2015_19
2015,all_55–59,147,20,all,2015-05-18,2015_20
2015,all_55–59,159,21,all,2015-05-25,2015_21
2015,all_55–59,141,22,all,2015-06-01,2015_22
2015,all_55–59,162,23,all,2015-06-08,2015_23
2015,all_55–59,149,24,all,2015-06-15,2015_24
2015,all_55–59,127,25,all,2015-06-22,2015_25
2015,all_55–59,139,26,all,2015-06-29,2015_26
2015,all_55–59,154,27,all,2015-07-06,2015_27
2015,all_55–59,151,28,all,2015-07-13,2015_28
2015,all_55–59,158,29,all,2015-07-20,2015_29
2015,all_55–59,150,30,all,2015-07-27,2015_30
2015,all_55–59,129,31,all,2015-08-03,2015_31
2015,all_55–59,125,32,all,2015-08-10,2015_32
2015,all_55–59,155,33,all,2015-08-17,2015_33
2015,all_55–59,128,34,all,2015-08-24,2015_34
2015,all_55–59,142,35,all,2015-08-31,2015_35
2015,all_55–59,137,36,all,2015-09-07,2015_36
2015,all_55–59,165,37,all,2015-09-14,2015_37
2015,all_55–59,159,38,all,2015-09-21,2015_38
2015,all_55–59,126,39,all,2015-09-28,2015_39
2015,all_55–59,169,40,all,2015-10-05,2015_40
2015,all_55–59,140,41,all,2015-10-12,2015_41
2015,all_55–59,144,42,all,2015-10-19,2015_42
2015,all_55–59,149,43,all,2015-10-26,2015_43
2015,all_55–59,163,44,all,2015-11-02,2015_44
2015,all_55–59,166,45,all,2015-11-09,2015_45
2015,all_55–59,145,46,all,2015-11-16,2015_46
2015,all_55–59,141,47,all,2015-11-23,2015_47
2015,all_55–59,154,48,all,2015-11-30,2015_48
2015,all_55–59,162,49,all,2015-12-07,2015_49
2015,all_55–59,141,50,all,2015-12-14,2015_50
2015,all_55–59,165,51,all,2015-12-21,2015_51
2016,all_55–59,161,1,all,2016-01-04,2016_1
2016,all_55–59,151,2,all,2016-01-11,2016_2
2016,all_55–59,153,3,all,2016-01-18,2016_3
2016,all_55–59,152,4,all,2016-01-25,2016_4
2016,all_55–59,161,5,all,2016-02-01,2016_5
2016,all_55–59,146,6,all,2016-02-08,2016_6
2016,all_55–59,139,7,all,2016-02-15,2016_7
2016,all_55–59,153,8,all,2016-02-22,2016_8
2016,all_55–59,164,9,all,2016-02-29,2016_9
2016,all_55–59,145,10,all,2016-03-07,2016_10
2016,all_55–59,138,11,all,2016-03-14,2016_11
2016,all_55–59,151,12,all,2016-03-21,2016_12
2016,all_55–59,165,13,all,2016-03-28,2016_13
2016,all_55–59,149,14,all,2016-04-04,2016_14
2016,all_55–59,133,15,all,2016-04-11,2016_15
2016,all_55–59,142,16,all,2016-04-18,2016_16
2016,all_55–59,140,17,all,2016-04-25,2016_17
2016,all_55–59,124,18,all,2016-05-02,2016_18
2016,all_55–59,148,19,all,2016-05-09,2016_19
2016,all_55–59,159,20,all,2016-05-16,2016_20
2016,all_55–59,131,21,all,2016-05-23,2016_21
2016,all_55–59,139,22,all,2016-05-30,2016_22
2016,all_55–59,139,23,all,2016-06-06,2016_23
2016,all_55–59,125,24,all,2016-06-13,2016_24
2016,all_55–59,117,25,all,2016-06-20,2016_25
2016,all_55–59,143,26,all,2016-06-27,2016_26
2016,all_55–59,131,27,all,2016-07-04,2016_27
2016,all_55–59,144,28,all,2016-07-11,2016_28
2016,all_55–59,126,29,all,2016-07-18,2016_29
2016,all_55–59,136,30,all,2016-07-25,2016_30
2016,all_55–59,130,31,all,2016-08-01,2016_31
2016,all_55–59,127,32,all,2016-08-08,2016_32
2016,all_55–59,131,33,all,2016-08-15,2016_33
2016,all_55–59,141,34,all,2016-08-22,2016_34
2016,all_55–59,137,35,all,2016-08-29,2016_35
2016,all_55–59,113,36,all,2016-09-05,2016_36
2016,all_55–59,161,37,all,2016-09-12,2016_37
2016,all_55–59,138,38,all,2016-09-19,2016_38
2016,all_55–59,166,39,all,2016-09-26,2016_39
2016,all_55–59,122,40,all,2016-10-03,2016_40
2016,all_55–59,144,41,all,2016-10-10,2016_41
2016,all_55–59,139,42,all,2016-10-17,2016_42
2016,all_55–59,139,43,all,2016-10-24,2016_43
2016,all_55–59,155,44,all,2016-10-31,2016_44
2016,all_55–59,131,45,all,2016-11-07,2016_45
2016,all_55–59,152,46,all,2016-11-14,2016_46
2016,all_55–59,130,47,all,2016-11-21,2016_47
2016,all_55–59,151,48,all,2016-11-28,2016_48
2016,all_55–59,165,49,all,2016-12-05,2016_49
2016,all_55–59,146,50,all,2016-12-12,2016_50
2016,all_55–59,163,51,all,2016-12-19,2016_51
2017,all_55–59,159,1,all,2017-01-02,2017_1
2017,all_55–59,158,2,all,2017-01-09,2017_2
2017,all_55–59,157,3,all,2017-01-16,2017_3
2017,all_55–59,189,4,all,2017-01-23,2017_4
2017,all_55–59,180,5,all,2017-01-30,2017_5
2017,all_55–59,165,6,all,2017-02-06,2017_6
2017,all_55–59,136,7,all,2017-02-13,2017_7
2017,all_55–59,171,8,all,2017-02-20,2017_8
2017,all_55–59,153,9,all,2017-02-27,2017_9
2017,all_55–59,131,10,all,2017-03-06,2017_10
2017,all_55–59,124,11,all,2017-03-13,2017_11
2017,all_55–59,121,12,all,2017-03-20,2017_12
2017,all_55–59,132,13,all,2017-03-27,2017_13
2017,all_55–59,123,14,all,2017-04-03,2017_14
2017,all_55–59,145,15,all,2017-04-10,2017_15
2017,all_55–59,145,16,all,2017-04-17,2017_16
2017,all_55–59,130,17,all,2017-04-24,2017_17
2017,all_55–59,124,18,all,2017-05-01,2017_18
2017,all_55–59,141,19,all,2017-05-08,2017_19
2017,all_55–59,121,20,all,2017-05-15,2017_20
2017,all_55–59,137,21,all,2017-05-22,2017_21
2017,all_55–59,118,22,all,2017-05-29,2017_22
2017,all_55–59,119,23,all,2017-06-05,2017_23
2017,all_55–59,102,24,all,2017-06-12,2017_24
2017,all_55–59,130,25,all,2017-06-19,2017_25
2017,all_55–59,97,26,all,2017-06-26,2017_26
2017,all_55–59,124,27,all,2017-07-03,2017_27
2017,all_55–59,112,28,all,2017-07-10,2017_28
2017,all_55–59,130,29,all,2017-07-17,2017_29
2017,all_55–59,125,30,all,2017-07-24,2017_30
2017,all_55–59,140,31,all,2017-07-31,2017_31
2017,all_55–59,102,32,all,2017-08-07,2017_32
2017,all_55–59,136,33,all,2017-08-14,2017_33
2017,all_55–59,119,34,all,2017-08-21,2017_34
2017,all_55–59,122,35,all,2017-08-28,2017_35
2017,all_55–59,115,36,all,2017-09-04,2017_36
2017,all_55–59,141,37,all,2017-09-11,2017_37
2017,all_55–59,151,38,all,2017-09-18,2017_38
2017,all_55–59,124,39,all,2017-09-25,2017_39
2017,all_55–59,110,40,all,2017-10-02,2017_40
2017,all_55–59,145,41,all,2017-10-09,2017_41
2017,all_55–59,108,42,all,2017-10-16,2017_42
2017,all_55–59,144,43,all,2017-10-23,2017_43
2017,all_55–59,133,44,all,2017-10-30,2017_44
2017,all_55–59,123,45,all,2017-11-06,2017_45
2017,all_55–59,126,46,all,2017-11-13,2017_46
2017,all_55–59,135,47,all,2017-11-20,2017_47
2017,all_55–59,139,48,all,2017-11-27,2017_48
2017,all_55–59,143,49,all,2017-12-04,2017_49
2017,all_55–59,133,50,all,2017-12-11,2017_50
2017,all_55–59,158,51,all,2017-12-18,2017_51
2018,all_55–59,140,1,all,2018-01-08,2018_1
2018,all_55–59,125,2,all,2018-01-15,2018_2
2018,all_55–59,148,3,all,2018-01-22,2018_3
2018,all_55–59,132,4,all,2018-01-29,2018_4
2018,all_55–59,131,5,all,2018-02-05,2018_5
2018,all_55–59,150,6,all,2018-02-12,2018_6
2018,all_55–59,130,7,all,2018-02-19,2018_7
2018,all_55–59,149,8,all,2018-02-26,2018_8
2018,all_55–59,128,9,all,2018-03-05,2018_9
2018,all_55–59,146,10,all,2018-03-12,2018_10
2018,all_55–59,143,11,all,2018-03-19,2018_11
2018,all_55–59,143,12,all,2018-03-26,2018_12
2018,all_55–59,131,13,all,2018-04-02,2018_13
2018,all_55–59,150,14,all,2018-04-09,2018_14
2018,all_55–59,110,15,all,2018-04-16,2018_15
2018,all_55–59,125,16,all,2018-04-23,2018_16
2018,all_55–59,122,17,all,2018-04-30,2018_17
2018,all_55–59,135,18,all,2018-05-07,2018_18
2018,all_55–59,131,19,all,2018-05-14,2018_19
2018,all_55–59,136,20,all,2018-05-21,2018_20
2018,all_55–59,122,21,all,2018-05-28,2018_21
2018,all_55–59,121,22,all,2018-06-04,2018_22
2018,all_55–59,111,23,all,2018-06-11,2018_23
2018,all_55–59,117,24,all,2018-06-18,2018_24
2018,all_55–59,117,25,all,2018-06-25,2018_25
2018,all_55–59,112,26,all,2018-07-02,2018_26
2018,all_55–59,105,27,all,2018-07-09,2018_27
2018,all_55–59,124,28,all,2018-07-16,2018_28
2018,all_55–59,122,29,all,2018-07-23,2018_29
2018,all_55–59,139,30,all,2018-07-30,2018_30
2018,all_55–59,124,31,all,2018-08-06,2018_31
2018,all_55–59,124,32,all,2018-08-13,2018_32
2018,all_55–59,114,33,all,2018-08-20,2018_33
2018,all_55–59,108,34,all,2018-08-27,2018_34
2018,all_55–59,113,35,all,2018-09-03,2018_35
2018,all_55–59,128,36,all,2018-09-10,2018_36
2018,all_55–59,116,37,all,2018-09-17,2018_37
2018,all_55–59,103,38,all,2018-09-24,2018_38
2018,all_55–59,140,39,all,2018-10-01,2018_39
2018,all_55–59,117,40,all,2018-10-08,2018_40
2018,all_55–59,134,41,all,2018-10-15,2018_41
2018,all_55–59,144,42,all,2018-10-22,2018_42
2018,all_55–59,121,43,all,2018-10-29,2018_43
2018,all_55–59,128,44,all,2018-11-05,2018_44
2018,all_55–59,123,45,all,2018-11-12,2018_45
2018,all_55–59,123,46,all,2018-11-19,2018_46
2018,all_55–59,153,47,all,2018-11-26,2018_47
2018,all_55–59,111,48,all,2018-12-03,2018_48
2018,all_55–59,134,49,all,2018-12-10,2018_49
2018,all_55–59,133,50,all,2018-12-17,2018_50
2018,all_55–59,138,51,all,2018-12-24,2018_51
2019,all_55–59,165,1,all,2019-01-07,2019_1
2019,all_55–59,137,2,all,2019-01-14,2019_2
2019,all_55–59,133,3,all,2019-01-21,2019_3
2019,all_55–59,138,4,all,2019-01-28,2019_4
2019,all_55–59,166,5,all,2019-02-04,2019_5
2019,all_55–59,155,6,all,2019-02-11,2019_6
2019,all_55–59,136,7,all,2019-02-18,2019_7
2019,all_55–59,113,8,all,2019-02-25,2019_8
2019,all_55–59,149,9,all,2019-03-04,2019_9
2019,all_55–59,119,10,all,2019-03-11,2019_10
2019,all_55–59,149,11,all,2019-03-18,2019_11
2019,all_55–59,123,12,all,2019-03-25,2019_12
2019,all_55–59,122,13,all,2019-04-01,2019_13
2019,all_55–59,120,14,all,2019-04-08,2019_14
2019,all_55–59,107,15,all,2019-04-15,2019_15
2019,all_55–59,104,16,all,2019-04-22,2019_16
2019,all_55–59,130,17,all,2019-04-29,2019_17
2019,all_55–59,112,18,all,2019-05-06,2019_18
2019,all_55–59,101,19,all,2019-05-13,2019_19
2019,all_55–59,116,20,all,2019-05-20,2019_20
2019,all_55–59,103,21,all,2019-05-27,2019_21
2019,all_55–59,112,22,all,2019-06-03,2019_22
2019,all_55–59,113,23,all,2019-06-10,2019_23
2019,all_55–59,114,24,all,2019-06-17,2019_24
2019,all_55–59,112,25,all,2019-06-24,2019_25
2019,all_55–59,133,26,all,2019-07-01,2019_26
2019,all_55–59,118,27,all,2019-07-08,2019_27
2019,all_55–59,114,28,all,2019-07-15,2019_28
2019,all_55–59,141,29,all,2019-07-22,2019_29
2019,all_55–59,136,30,all,2019-07-29,2019_30
2019,all_55–59,114,31,all,2019-08-05,2019_31
2019,all_55–59,111,32,all,2019-08-12,2019_32
2019,all_55–59,119,33,all,2019-08-19,2019_33
2019,all_55–59,111,34,all,2019-08-26,2019_34
2019,all_55–59,112,35,all,2019-09-02,2019_35
2019,all_55–59,115,36,all,2019-09-09,2019_36
2019,all_55–59,98,37,all,2019-09-16,2019_37
2019,all_55–59,109,38,all,2019-09-23,2019_38
2019,all_55–59,117,39,all,2019-09-30,2019_39
2019,all_55–59,136,40,all,2019-10-07,2019_40
2019,all_55–59,120,41,all,2019-10-14,2019_41
2019,all_55–59,124,42,all,2019-10-21,2019_42
2019,all_55–59,121,43,all,2019-10-28,2019_43
2019,all_55–59,94,44,all,2019-11-04,2019_44
2019,all_55–59,107,45,all,2019-11-11,2019_45
2019,all_55–59,120,46,all,2019-11-18,2019_46
2019,all_55–59,114,47,all,2019-11-25,2019_47
2019,all_55–59,117,48,all,2019-12-02,2019_48
2019,all_55–59,130,49,all,2019-12-09,2019_49
2019,all_55–59,127,50,all,2019-12-16,2019_50
2019,all_55–59,112,51,all,2019-12-23,2019_51
2020,all_55–59,147,1,all,2020-01-06,2020_1
2020,all_55–59,122,2,all,2020-01-13,2020_2
2020,all_55–59,123,3,all,2020-01-20,2020_3
2020,all_55–59,137,4,all,2020-01-27,2020_4
2020,all_55–59,114,5,all,2020-02-03,2020_5
2020,all_55–59,135,6,all,2020-02-10,2020_6
2020,all_55–59,131,7,all,2020-02-17,2020_7
2020,all_55–59,119,8,all,2020-02-24,2020_8
2020,all_55–59,118,9,all,2020-03-02,2020_9
2020,all_55–59,106,10,all,2020-03-09,2020_10
2020,all_55–59,111,11,all,2020-03-16,2020_11
2020,all_55–59,129,12,all,2020-03-23,2020_12
2020,all_55–59,107,13,all,2020-03-30,2020_13
2020,all_55–59,118,14,all,2020-04-06,2020_14
2020,all_55–59,118,15,all,2020-04-13,2020_15
2020,all_55–59,137,16,all,2020-04-20,2020_16
2020,all_55–59,106,17,all,2020-04-27,2020_17
2020,all_55–59,105,18,all,2020-05-04,2020_18
2020,all_55–59,116,19,all,2020-05-11,2020_19
2020,all_55–59,102,20,all,2020-05-18,2020_20
2020,all_55–59,108,21,all,2020-05-25,2020_21
2020,all_55–59,112,22,all,2020-06-01,2020_22
2020,all_55–59,123,23,all,2020-06-08,2020_23
2020,all_55–59,99,24,all,2020-06-15,2020_24
2020,all_55–59,98,25,all,2020-06-22,2020_25
2020,all_55–59,131,26,all,2020-06-29,2020_26
2020,all_55–59,103,27,all,2020-07-06,2020_27
2020,all_55–59,111,28,all,2020-07-13,2020_28
2020,all_55–59,92,29,all,2020-07-20,2020_29
2020,all_55–59,106,30,all,2020-07-27,2020_30
2020,all_55–59,116,31,all,2020-08-03,2020_31
2020,all_55–59,109,32,all,2020-08-10,2020_32
2020,all_55–59,100,33,all,2020-08-17,2020_33
2020,all_55–59,108,34,all,2020-08-24,2020_34
2020,all_55–59,126,35,all,2020-08-31,2020_35
2020,all_55–59,97,36,all,2020-09-07,2020_36
2020,all_55–59,114,37,all,2020-09-14,2020_37
2020,all_55–59,110,38,all,2020-09-21,2020_38
2020,all_55–59,106,39,all,2020-09-28,2020_39
2020,all_55–59,135,40,all,2020-10-05,2020_40
2020,all_55–59,123,41,all,2020-10-12,2020_41
2020,all_55–59,120,42,all,2020-10-19,2020_42
2020,all_55–59,123,43,all,2020-10-26,2020_43
2020,all_55–59,119,44,all,2020-11-02,2020_44
2020,all_55–59,153,45,all,2020-11-09,2020_45
2020,all_55–59,143,46,all,2020-11-16,2020_46
2020,all_55–59,166,47,all,2020-11-23,2020_47
2020,all_55–59,152,48,all,2020-11-30,2020_48
2020,all_55–59,168,49,all,2020-12-07,2020_49
2020,all_55–59,129,50,all,2020-12-14,2020_50
2020,all_55–59,138,51,all,2020-12-21,2020_51
2015,all_60–64,270,1,all,2015-01-05,2015_1
2015,all_60–64,291,2,all,2015-01-12,2015_2
2015,all_60–64,262,3,all,2015-01-19,2015_3
2015,all_60–64,281,4,all,2015-01-26,2015_4
2015,all_60–64,266,5,all,2015-02-02,2015_5
2015,all_60–64,267,6,all,2015-02-09,2015_6
2015,all_60–64,267,7,all,2015-02-16,2015_7
2015,all_60–64,268,8,all,2015-02-23,2015_8
2015,all_60–64,264,9,all,2015-03-02,2015_9
2015,all_60–64,223,10,all,2015-03-09,2015_10
2015,all_60–64,251,11,all,2015-03-16,2015_11
2015,all_60–64,235,12,all,2015-03-23,2015_12
2015,all_60–64,256,13,all,2015-03-30,2015_13
2015,all_60–64,240,14,all,2015-04-06,2015_14
2015,all_60–64,268,15,all,2015-04-13,2015_15
2015,all_60–64,259,16,all,2015-04-20,2015_16
2015,all_60–64,228,17,all,2015-04-27,2015_17
2015,all_60–64,200,18,all,2015-05-04,2015_18
2015,all_60–64,220,19,all,2015-05-11,2015_19
2015,all_60–64,239,20,all,2015-05-18,2015_20
2015,all_60–64,233,21,all,2015-05-25,2015_21
2015,all_60–64,235,22,all,2015-06-01,2015_22
2015,all_60–64,219,23,all,2015-06-08,2015_23
2015,all_60–64,262,24,all,2015-06-15,2015_24
2015,all_60–64,199,25,all,2015-06-22,2015_25
2015,all_60–64,209,26,all,2015-06-29,2015_26
2015,all_60–64,210,27,all,2015-07-06,2015_27
2015,all_60–64,257,28,all,2015-07-13,2015_28
2015,all_60–64,249,29,all,2015-07-20,2015_29
2015,all_60–64,241,30,all,2015-07-27,2015_30
2015,all_60–64,194,31,all,2015-08-03,2015_31
2015,all_60–64,250,32,all,2015-08-10,2015_32
2015,all_60–64,249,33,all,2015-08-17,2015_33
2015,all_60–64,201,34,all,2015-08-24,2015_34
2015,all_60–64,212,35,all,2015-08-31,2015_35
2015,all_60–64,208,36,all,2015-09-07,2015_36
2015,all_60–64,211,37,all,2015-09-14,2015_37
2015,all_60–64,223,38,all,2015-09-21,2015_38
2015,all_60–64,228,39,all,2015-09-28,2015_39
2015,all_60–64,214,40,all,2015-10-05,2015_40
2015,all_60–64,217,41,all,2015-10-12,2015_41
2015,all_60–64,223,42,all,2015-10-19,2015_42
2015,all_60–64,230,43,all,2015-10-26,2015_43
2015,all_60–64,233,44,all,2015-11-02,2015_44
2015,all_60–64,250,45,all,2015-11-09,2015_45
2015,all_60–64,231,46,all,2015-11-16,2015_46
2015,all_60–64,226,47,all,2015-11-23,2015_47
2015,all_60–64,237,48,all,2015-11-30,2015_48
2015,all_60–64,242,49,all,2015-12-07,2015_49
2015,all_60–64,233,50,all,2015-12-14,2015_50
2015,all_60–64,243,51,all,2015-12-21,2015_51
2016,all_60–64,279,1,all,2016-01-04,2016_1
2016,all_60–64,255,2,all,2016-01-11,2016_2
2016,all_60–64,221,3,all,2016-01-18,2016_3
2016,all_60–64,229,4,all,2016-01-25,2016_4
2016,all_60–64,221,5,all,2016-02-01,2016_5
2016,all_60–64,261,6,all,2016-02-08,2016_6
2016,all_60–64,245,7,all,2016-02-15,2016_7
2016,all_60–64,235,8,all,2016-02-22,2016_8
2016,all_60–64,262,9,all,2016-02-29,2016_9
2016,all_60–64,238,10,all,2016-03-07,2016_10
2016,all_60–64,238,11,all,2016-03-14,2016_11
2016,all_60–64,240,12,all,2016-03-21,2016_12
2016,all_60–64,244,13,all,2016-03-28,2016_13
2016,all_60–64,235,14,all,2016-04-04,2016_14
2016,all_60–64,220,15,all,2016-04-11,2016_15
2016,all_60–64,216,16,all,2016-04-18,2016_16
2016,all_60–64,240,17,all,2016-04-25,2016_17
2016,all_60–64,217,18,all,2016-05-02,2016_18
2016,all_60–64,240,19,all,2016-05-09,2016_19
2016,all_60–64,229,20,all,2016-05-16,2016_20
2016,all_60–64,229,21,all,2016-05-23,2016_21
2016,all_60–64,230,22,all,2016-05-30,2016_22
2016,all_60–64,204,23,all,2016-06-06,2016_23
2016,all_60–64,214,24,all,2016-06-13,2016_24
2016,all_60–64,233,25,all,2016-06-20,2016_25
2016,all_60–64,229,26,all,2016-06-27,2016_26
2016,all_60–64,171,27,all,2016-07-04,2016_27
2016,all_60–64,229,28,all,2016-07-11,2016_28
2016,all_60–64,205,29,all,2016-07-18,2016_29
2016,all_60–64,243,30,all,2016-07-25,2016_30
2016,all_60–64,213,31,all,2016-08-01,2016_31
2016,all_60–64,226,32,all,2016-08-08,2016_32
2016,all_60–64,223,33,all,2016-08-15,2016_33
2016,all_60–64,230,34,all,2016-08-22,2016_34
2016,all_60–64,250,35,all,2016-08-29,2016_35
2016,all_60–64,246,36,all,2016-09-05,2016_36
2016,all_60–64,227,37,all,2016-09-12,2016_37
2016,all_60–64,215,38,all,2016-09-19,2016_38
2016,all_60–64,228,39,all,2016-09-26,2016_39
2016,all_60–64,245,40,all,2016-10-03,2016_40
2016,all_60–64,235,41,all,2016-10-10,2016_41
2016,all_60–64,251,42,all,2016-10-17,2016_42
2016,all_60–64,205,43,all,2016-10-24,2016_43
2016,all_60–64,237,44,all,2016-10-31,2016_44
2016,all_60–64,238,45,all,2016-11-07,2016_45
2016,all_60–64,251,46,all,2016-11-14,2016_46
2016,all_60–64,243,47,all,2016-11-21,2016_47
2016,all_60–64,246,48,all,2016-11-28,2016_48
2016,all_60–64,280,49,all,2016-12-05,2016_49
2016,all_60–64,260,50,all,2016-12-12,2016_50
2016,all_60–64,269,51,all,2016-12-19,2016_51
2017,all_60–64,282,1,all,2017-01-02,2017_1
2017,all_60–64,320,2,all,2017-01-09,2017_2
2017,all_60–64,341,3,all,2017-01-16,2017_3
2017,all_60–64,355,4,all,2017-01-23,2017_4
2017,all_60–64,336,5,all,2017-01-30,2017_5
2017,all_60–64,286,6,all,2017-02-06,2017_6
2017,all_60–64,287,7,all,2017-02-13,2017_7
2017,all_60–64,282,8,all,2017-02-20,2017_8
2017,all_60–64,239,9,all,2017-02-27,2017_9
2017,all_60–64,235,10,all,2017-03-06,2017_10
2017,all_60–64,245,11,all,2017-03-13,2017_11
2017,all_60–64,223,12,all,2017-03-20,2017_12
2017,all_60–64,251,13,all,2017-03-27,2017_13
2017,all_60–64,241,14,all,2017-04-03,2017_14
2017,all_60–64,246,15,all,2017-04-10,2017_15
2017,all_60–64,254,16,all,2017-04-17,2017_16
2017,all_60–64,220,17,all,2017-04-24,2017_17
2017,all_60–64,224,18,all,2017-05-01,2017_18
2017,all_60–64,238,19,all,2017-05-08,2017_19
2017,all_60–64,220,20,all,2017-05-15,2017_20
2017,all_60–64,225,21,all,2017-05-22,2017_21
2017,all_60–64,229,22,all,2017-05-29,2017_22
2017,all_60–64,226,23,all,2017-06-05,2017_23
2017,all_60–64,198,24,all,2017-06-12,2017_24
2017,all_60–64,257,25,all,2017-06-19,2017_25
2017,all_60–64,192,26,all,2017-06-26,2017_26
2017,all_60–64,205,27,all,2017-07-03,2017_27
2017,all_60–64,247,28,all,2017-07-10,2017_28
2017,all_60–64,213,29,all,2017-07-17,2017_29
2017,all_60–64,210,30,all,2017-07-24,2017_30
2017,all_60–64,237,31,all,2017-07-31,2017_31
2017,all_60–64,225,32,all,2017-08-07,2017_32
2017,all_60–64,181,33,all,2017-08-14,2017_33
2017,all_60–64,221,34,all,2017-08-21,2017_34
2017,all_60–64,194,35,all,2017-08-28,2017_35
2017,all_60–64,203,36,all,2017-09-04,2017_36
2017,all_60–64,223,37,all,2017-09-11,2017_37
2017,all_60–64,225,38,all,2017-09-18,2017_38
2017,all_60–64,227,39,all,2017-09-25,2017_39
2017,all_60–64,226,40,all,2017-10-02,2017_40
2017,all_60–64,232,41,all,2017-10-09,2017_41
2017,all_60–64,250,42,all,2017-10-16,2017_42
2017,all_60–64,240,43,all,2017-10-23,2017_43
2017,all_60–64,251,44,all,2017-10-30,2017_44
2017,all_60–64,240,45,all,2017-11-06,2017_45
2017,all_60–64,246,46,all,2017-11-13,2017_46
2017,all_60–64,224,47,all,2017-11-20,2017_47
2017,all_60–64,222,48,all,2017-11-27,2017_48
2017,all_60–64,252,49,all,2017-12-04,2017_49
2017,all_60–64,235,50,all,2017-12-11,2017_50
2017,all_60–64,245,51,all,2017-12-18,2017_51
2018,all_60–64,247,1,all,2018-01-08,2018_1
2018,all_60–64,247,2,all,2018-01-15,2018_2
2018,all_60–64,253,3,all,2018-01-22,2018_3
2018,all_60–64,262,4,all,2018-01-29,2018_4
2018,all_60–64,265,5,all,2018-02-05,2018_5
2018,all_60–64,265,6,all,2018-02-12,2018_6
2018,all_60–64,285,7,all,2018-02-19,2018_7
2018,all_60–64,329,8,all,2018-02-26,2018_8
2018,all_60–64,306,9,all,2018-03-05,2018_9
2018,all_60–64,287,10,all,2018-03-12,2018_10
2018,all_60–64,283,11,all,2018-03-19,2018_11
2018,all_60–64,278,12,all,2018-03-26,2018_12
2018,all_60–64,243,13,all,2018-04-02,2018_13
2018,all_60–64,245,14,all,2018-04-09,2018_14
2018,all_60–64,240,15,all,2018-04-16,2018_15
2018,all_60–64,243,16,all,2018-04-23,2018_16
2018,all_60–64,217,17,all,2018-04-30,2018_17
2018,all_60–64,227,18,all,2018-05-07,2018_18
2018,all_60–64,198,19,all,2018-05-14,2018_19
2018,all_60–64,199,20,all,2018-05-21,2018_20
2018,all_60–64,235,21,all,2018-05-28,2018_21
2018,all_60–64,241,22,all,2018-06-04,2018_22
2018,all_60–64,240,23,all,2018-06-11,2018_23
2018,all_60–64,244,24,all,2018-06-18,2018_24
2018,all_60–64,199,25,all,2018-06-25,2018_25
2018,all_60–64,210,26,all,2018-07-02,2018_26
2018,all_60–64,197,27,all,2018-07-09,2018_27
2018,all_60–64,199,28,all,2018-07-16,2018_28
2018,all_60–64,236,29,all,2018-07-23,2018_29
2018,all_60–64,235,30,all,2018-07-30,2018_30
2018,all_60–64,231,31,all,2018-08-06,2018_31
2018,all_60–64,214,32,all,2018-08-13,2018_32
2018,all_60–64,209,33,all,2018-08-20,2018_33
2018,all_60–64,187,34,all,2018-08-27,2018_34
2018,all_60–64,208,35,all,2018-09-03,2018_35
2018,all_60–64,220,36,all,2018-09-10,2018_36
2018,all_60–64,259,37,all,2018-09-17,2018_37
2018,all_60–64,237,38,all,2018-09-24,2018_38
2018,all_60–64,221,39,all,2018-10-01,2018_39
2018,all_60–64,224,40,all,2018-10-08,2018_40
2018,all_60–64,236,41,all,2018-10-15,2018_41
2018,all_60–64,232,42,all,2018-10-22,2018_42
2018,all_60–64,240,43,all,2018-10-29,2018_43
2018,all_60–64,224,44,all,2018-11-05,2018_44
2018,all_60–64,221,45,all,2018-11-12,2018_45
2018,all_60–64,213,46,all,2018-11-19,2018_46
2018,all_60–64,219,47,all,2018-11-26,2018_47
2018,all_60–64,226,48,all,2018-12-03,2018_48
2018,all_60–64,267,49,all,2018-12-10,2018_49
2018,all_60–64,264,50,all,2018-12-17,2018_50
2018,all_60–64,257,51,all,2018-12-24,2018_51
2019,all_60–64,263,1,all,2019-01-07,2019_1
2019,all_60–64,280,2,all,2019-01-14,2019_2
2019,all_60–64,263,3,all,2019-01-21,2019_3
2019,all_60–64,298,4,all,2019-01-28,2019_4
2019,all_60–64,308,5,all,2019-02-04,2019_5
2019,all_60–64,270,6,all,2019-02-11,2019_6
2019,all_60–64,292,7,all,2019-02-18,2019_7
2019,all_60–64,239,8,all,2019-02-25,2019_8
2019,all_60–64,243,9,all,2019-03-04,2019_9
2019,all_60–64,230,10,all,2019-03-11,2019_10
2019,all_60–64,245,11,all,2019-03-18,2019_11
2019,all_60–64,206,12,all,2019-03-25,2019_12
2019,all_60–64,221,13,all,2019-04-01,2019_13
2019,all_60–64,222,14,all,2019-04-08,2019_14
